Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Season,seasonId,scatterId,scatterExtra
1,bfjcp5933vk1i5edea8un89re,336147,G. dos Santos,Gianni dos Santos,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,442538,Gianni,dos Santos,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,15,310,22,13,2,0,4,3,1,3,0,3,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,7,9,0,38,8,21,1.35,1,1,0.92,2,1,4,5,9,10,1,0,11,0,0,0,119,31,0,3,0,3,42.9%,0,0,9,5,0,1,4,1,3,4,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,4,5,87,3,29,15,10.5%,76.3%,10,18,1,23,14,1,0.0%,8,0,0,23,1,1,1,1,1.19,0.17,1.19,0.17,1.35,8,0,0.14,10,0.35,0.19,37.0%,6,325,232,2,232,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:bfjcp5933vk1i5edea8un89re,Canadian Premier League 2021 (Canada)
1,7vn8g8wlm99npne5i8fwv3vft,540884,O. Dada-Luke,Olakunle Dada-Luke,Right Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,421826,Olakunle,Dada-Luke,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Pacific,17,714,21,9,5,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,13,302,113,133,0.22,0,2,1.55,0,3,1,7,8,44,5,2,79,26,0,0,580,57,11,16,17,54,75.0%,10,5,46,3,2,3,7,3,8,0,0,0,0,0,0,0,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,16,232,125,223,17,24.8%,81.5%,116,77,53,93,143,66,50.0%,16,0,0,22,24,24,21,9,0.1,0.12,0.1,0.12,0.22,6,0,0.11,2,0.27,0.27,37.6%,15,408,286,12,286,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:7vn8g8wlm99npne5i8fwv3vft,Canadian Premier League 2021 (Canada)
1,cu34wwcs8ozsglt7gew3p7sh5,559237,T. Mohammed,Terique Mohammed,Left Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,421817,Terique,Mohammed,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,York United,9,761,21,0,2,0,2,1,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,37,25,265,107,96,0.26,0,1,0.78,0,1,3,7,10,21,1,0,61,11,0,0,539,57,14,18,11,61,72.7%,15,2,46,2,3,8,7,2,9,0,2,0,0,0,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,2,11,117,164,258,8,49.1%,76.6%,132,22,49,28,160,77,7.1%,14,0,0,24,45,45,11,5,0.12,0.14,0.12,0.14,0.26,9,2,0.05,5,0.17,0.12,38.2%,11,165,133,13,133,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:cu34wwcs8ozsglt7gew3p7sh5,Canadian Premier League 2021 (Canada)
1,cqmvrx028gh19yh8qh7w01y0a,639682,R. Avila,Roberto Avila,Left Attacking Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,438109,Roberto,Avila,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Edmonton,6,211,21,3,3,0,1,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22,5,60,7,26,0.23,0,0,0.72,0,1,0,1,1,10,2,2,33,3,0,0,124,24,6,11,2,19,81.0%,0,0,16,4,1,4,2,2,8,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,51,16,57,14,41.7%,55.0%,18,13,2,24,32,4,33.3%,3,0,0,0,8,8,7,4,0.23,0,0.23,0,0.23,1,0,0.05,5,-,-,32.1%,3,92,73,7,73,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:cqmvrx028gh19yh8qh7w01y0a,Canadian Premier League 2021 (Canada)
1,efbg277ocw25lmmzx0kaxd1bd,559248,J. Faria,Jordan Faria,Right Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,421820,Jordan,Faria,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,York United,10,232,21,9,0,0,1,1,0,2,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,7,3,65,13,42,0.56,1,0,0.11,1,0,0,3,3,16,0,0,11,4,1,0,127,20,2,1,1,4,60.0%,0,0,8,0,0,1,1,0,2,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,5,70,9,48,14,18.5%,84.6%,26,27,2,29,32,4,50.0%,2,0,1,15,2,2,2,0,0.22,0.33,0.22,0.33,0.56,3,0,0.09,6,0.13,0.09,31.6%,2,200,241,3,241,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:efbg277ocw25lmmzx0kaxd1bd,Canadian Premier League 2021 (Canada)
1,1khouc2v4shso6hvmcotmhs2y,591489,C. Lee,Christopher Lee,Left Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,425677,Christopher,Lee,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Pacific,3,237,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,176,88,56,0,0,0,0.26,0,1,1,1,2,1,0,0,8,0,0,0,240,10,4,3,5,17,70.0%,5,2,19,1,1,1,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,37,53,150,0,33.5%,81.8%,103,13,28,18,127,31,50.0%,2,0,0,10,11,11,5,1,0,0,0,0,0,2,0,-,0,0.2,0.25,35.0%,6,120,103,4,103,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:1khouc2v4shso6hvmcotmhs2y,Canadian Premier League 2021 (Canada)
1,du16rzy922ad0nl30zegg7wx6,581666,D. Murasiranwa,Darlington Murasiranwa,Goalkeeper,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,425676,Darlington,Murasiranwa,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Edmonton,4,341,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,71,24,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,121,2,0,0,0,5,0.0%,5,0,3,0,1,0,0,0,0,0,0,2,0,0,2,4,5,4,1,0,13,2,0,5,4,0,1,10,11,2,0,7,2,4,2,0,0,0,11,0,0,0,121,0,0,76.1%,45.1%,0,0,32,0,0,71,100.0%,2,6.37,0,0,5,5,0,0,0,0,0,0,0,0,0,-,0,-,-,33.7%,0,470,358,0,358,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:du16rzy922ad0nl30zegg7wx6,Canadian Premier League 2021 (Canada)
1,9g6clvx09d2ou7dlk3rnnmdt6,573746,S. Fayia,Saah Tboy Fayia,Left Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,425683,Saah Tboy,Fayia,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Edmonton,10,356,20,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,109,52,34,0,0,0,0.05,0,0,0,1,1,6,0,0,30,2,0,0,232,18,7,12,10,36,76.0%,7,0,29,0,3,4,1,0,4,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,1,57,89,86,6,32.1%,78.9%,41,20,25,27,50,32,100.0%,4,0,0,4,28,28,6,2,0,0,0,0,0,1,3,-,0,0.25,0.25,34.3%,6,293,224,6,224,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:9g6clvx09d2ou7dlk3rnnmdt6,Canadian Premier League 2021 (Canada)
1,5heptjnboaeyttkas0z9kbalm,652090,G. Lavergne,Gerard Paul Lavergne Matos,Central Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,444981,Gerard Paul,Lavergne Matos,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,York United,5,84,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,31,18,8,0,0,0,0.03,0,0,0,1,1,0,0,0,0,0,0,0,40,7,0,0,3,4,0.0%,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,20,16,0,25.8%,83.9%,14,3,9,4,15,12,-,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,-,0,-,-,35.4%,2,238,223,1,223,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:5heptjnboaeyttkas0z9kbalm,Canadian Premier League 2021 (Canada)
1,btd38hasv7hxy5bw4g43ymhyi,656000,M. Mohsen,Montther Mohsen,Left Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,447302,Montther,Mohsen,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Forge,8,230,21,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,65,21,30,0.07,0,0,0,0,0,0,0,0,11,0,0,11,4,0,0,119,23,3,2,3,9,45.5%,1,0,8,1,1,1,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,55,22,42,6,33.8%,78.5%,20,21,10,28,25,12,16.7%,6,0,0,7,4,4,4,1,0.07,0,0.07,0,0.07,0,0,0.07,1,0.14,0.2,33.8%,1,175,136,4,136,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:btd38hasv7hxy5bw4g43ymhyi,Canadian Premier League 2021 (Canada)
1,5gyjio4tvbg4ahjzoass6lxey,501624,I. Halley,Ijah Halley,Centre Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,442776,Ijah,Halley,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,York United,11,249,20,9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,63,28,24,0.03,0,0,0.81,0,1,0,3,3,13,0,0,25,5,0,0,131,19,3,0,3,8,42.9%,1,1,24,1,1,1,2,5,9,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,10,6,38,41,52,1,34.9%,82.5%,24,13,15,16,27,20,40.0%,5,0,0,3,5,5,2,1,0.03,0,0.03,0,0.03,3,0,0.03,1,0.33,0.33,35.2%,6,276,271,2,271,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:5gyjio4tvbg4ahjzoass6lxey,Canadian Premier League 2021 (Canada)
1,9sdn7wi7ap5asble9n7p9ypgq,645470,J. George,Javier George,,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,442773,Javier,George,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,York United,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,28.9%,0,16,15,0,15,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:9sdn7wi7ap5asble9n7p9ypgq,Canadian Premier League 2021 (Canada)
1,771ibrtevbxi05tgsof9r5gmi,575539,J. Sirois,Jonathan Sirois,Goalkeeper,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,427379,Jonathan,Sirois,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Valour,22,1980,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43,584,419,25,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,865,1,2,0,1,7,100.0%,4,0,19,0,0,0,0,7,0,0,9,11,0,0,5,16,26,23,3,0,82,3,7,36,34,7,1,72,40,42,7,31,6,21,18,0,0,1,38,0,0,0,863,2,0,50.5%,76.0%,1,0,443,0,2,582,91.7%,12,26.08,0,0,7,7,0,0,0,0,0,0,0,0,0,-,0,-,-,31.3%,0,564,413,1,413,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:771ibrtevbxi05tgsof9r5gmi,Canadian Premier League 2021 (Canada)
1,c08hvq1hplcct8kxrxucfpqp6,575534,W. Pacius,Woobens Pacius,Centre Forward,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,427369,Woobens,Pacius,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Forge,13,670,20,5,7,2,8,8,0,3,0,5,0,4,0,0,0,0,5,0,5,1,4,2,1,3,2,5,31,6,130,32,61,3.7,5,1,0.45,6,0,0,7,7,9,1,0,35,5,0,0,221,40,5,1,6,16,66.7%,4,3,11,6,0,3,1,1,3,6,4,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,8,119,10,92,28,20.0%,71.5%,48,44,1,62,66,2,50.0%,38,0,5,2,5,5,5,6,2.84,0.87,2.84,0.87,3.7,6,1,0.23,16,0.5,0.5,34.3%,6,191,171,12,171,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:c08hvq1hplcct8kxrxucfpqp6,Canadian Premier League 2021 (Canada)
1,4x9j9kpa9vap3r780lx9ty2ju,575544,C. Toussaint,Cedric Toussaint,Defensive Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,427385,Cedric,Toussaint,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,York United,22,1294,20,8,4,0,0,0,0,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,25,755,287,360,0.4,0,0,1.71,0,2,1,21,22,19,0,0,85,12,5,3,957,94,17,24,15,81,53.2%,24,9,97,2,9,18,1,4,14,0,3,0,0,0,0,0,17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,0,11,127,207,623,9,41.3%,85.7%,450,74,123,92,522,141,50.0%,26,0,0,8,42,42,38,1,0.37,0.03,0.37,0.03,0.4,22,4,0.05,8,0.5,0.5,33.7%,47,426,463,26,463,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:4x9j9kpa9vap3r780lx9ty2ju,Canadian Premier League 2021 (Canada)
1,549bk4ar8s05kzy78wi86one2,311717,A. Marshsall,Alex Marshall,Right Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,425739,Alex,Marshall,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,HFX Wanderers,20,1153,23,6,11,0,9,4,5,2,3,11,6,5,0,0,1,0,1,0,1,0,0,0,1,0,20,0,79,13,389,106,191,3.05,1,1,1.36,4,1,3,14,17,62,3,1,101,38,8,4,678,91,6,25,9,44,70.5%,3,1,83,10,4,11,3,4,12,0,4,0,0,0,0,0,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,10,29,246,89,343,28,35.2%,76.3%,169,91,37,127,218,44,61.9%,21,0,1,23,20,20,21,3,2.81,0.23,2.81,0.23,3.05,16,0,0.12,25,0.3,0.42,32.4%,26,495,362,36,362,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:549bk4ar8s05kzy78wi86one2,Canadian Premier League 2021 (Canada)
1,a4x6uv9oe28fhynm2owrhnqvp,166730,S. Lawson,Shawn-Claud Lawson,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,451059,Shawn-Claud,Lawson,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,8,301,27,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,79,13,50,0,0,0,0.12,0,0,0,3,3,3,2,1,14,2,0,0,118,25,1,0,3,7,20.0%,3,0,15,1,1,2,1,0,4,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,9,33,15,70,4,27.8%,79.7%,34,25,4,27,45,7,46.2%,13,0,0,0,5,5,1,1,0,0,0,0,0,3,0,-,0,-,-,30.7%,6,266,203,5,203,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:a4x6uv9oe28fhynm2owrhnqvp,Canadian Premier League 2021 (Canada)
1,37pbdttxfaqvayoufo0q0dxey,672862,D. Abzi,Diyaeddine Abzi,Left Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,453335,Diyaeddine,Abzi,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,York United,23,2037,22,0,5,1,13,7,6,1,6,15,5,8,0,0,5,1,3,2,3,1,3,1,4,0,23,1,147,59,771,307,258,3.77,5,3,2.64,4,3,3,22,25,111,16,8,148,57,1,1,1449,149,13,27,32,114,54.1%,31,12,138,9,5,12,14,9,11,3,5,0,0,0,0,0,32,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,45,14,19,476,409,564,65,41.0%,73.3%,318,97,150,145,405,221,42.5%,40,0,2,103,76,76,29,9,2.92,0.85,2.92,0.85,3.77,22,8,0.11,35,0.24,0.24,33.9%,29,401,434,36,434,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:37pbdttxfaqvayoufo0q0dxey,Canadian Premier League 2021 (Canada)
1,ahyd5vf8f8cyoiefm8hsimzu1,309831,João Morelli,João Morelli Neto,Centre Forward,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,204540,João,Morelli Neto,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,HFX Wanderers,19,1362,25,4,7,5,28,19,9,7,9,17,12,4,5,5,4,0,13,1,9,0,0,1,3,11,8,36,84,7,485,130,264,9.65,14,0,2.18,12,3,6,17,23,39,2,0,60,20,7,1,760,70,3,9,13,26,46.2%,1,1,57,9,0,9,7,0,13,5,3,0,0,0,0,0,17,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,10,11,329,39,392,49,29.1%,81.2%,244,123,27,160,295,30,38.1%,21,0,10,45,3,3,14,9,5.01,4.64,5.01,4.64,5.71,23,0,0.16,61,0.27,0.17,30.8%,24,414,294,45,294,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:ahyd5vf8f8cyoiefm8hsimzu1,Canadian Premier League 2021 (Canada)
1,ex56fczses29ox8kg1fvaodm1,329357,Viti,Víctor Martínez Manrique,Defensive Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,469158,Víctor,Martínez Manrique,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Atlético Ottawa,13,999,24,2,3,1,1,0,1,0,3,4,1,2,0,0,0,0,0,1,1,0,0,0,1,0,1,4,56,16,465,232,161,0.33,1,2,0.99,0,2,1,7,8,16,0,0,44,10,0,0,590,35,4,14,13,51,72.0%,20,6,60,1,5,5,0,2,7,0,2,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,24,2,8,59,187,344,6,28.8%,84.5%,253,25,115,31,297,137,58.3%,12,0,0,4,36,36,11,4,0.3,0.03,0.3,0.03,0.33,6,3,0.04,8,0.5,0.5,28.6%,14,332,264,14,264,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:ex56fczses29ox8kg1fvaodm1,Canadian Premier League 2021 (Canada)
1,35ed9dn5clmtkdkoh4f0rgdbe,656263,J. Navarro,Joshua Navarro Sandí,Right Winger,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,459705,Joshua,Navarro Sandí,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,Forge,16,710,22,8,7,0,4,4,0,1,1,8,1,6,0,0,0,0,0,0,0,0,2,0,0,0,7,3,33,8,185,41,103,1.21,0,0,0.64,2,1,0,5,5,39,7,2,50,9,2,2,364,69,5,10,6,27,71.4%,5,5,37,8,1,6,8,2,10,3,2,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,18,21,202,32,130,42,17.8%,77.8%,71,70,3,98,79,8,42.9%,14,0,0,6,8,8,8,11,1.16,0.06,1.16,0.06,1.21,5,1,0.09,14,0.33,0.33,35.5%,17,294,243,19,243,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:35ed9dn5clmtkdkoh4f0rgdbe,Canadian Premier League 2021 (Canada)
1,2ox9r6ckrkehlocymzgik5o0l,166708,O. Browne,Omar Ezequiel Browne Zúñiga,Centre Forward,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,449235,Omar Ezequiel,Browne Zúñiga,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Forge,6,295,27,4,2,2,3,3,0,1,0,3,1,2,0,0,0,0,2,0,2,0,0,0,2,0,6,0,31,1,150,28,90,1.22,2,1,0.65,1,1,0,5,5,17,3,1,26,8,1,1,220,24,5,4,1,11,64.3%,1,0,20,4,0,4,1,1,7,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,122,11,87,20,26.0%,78.7%,51,63,4,86,59,5,0.0%,1,0,1,7,3,3,5,3,1,0.22,1,0.22,1.22,4,0,0.17,7,0.57,0.57,33.7%,11,88,81,21,81,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:2ox9r6ckrkehlocymzgik5o0l,Canadian Premier League 2021 (Canada)
1,33l8nq6xbj3pm1lkxo2qs5vfu,642267,K. Ferdinand,Keesean Ferdinand,Right Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,471052,Keesean,Ferdinand,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Atlético Ottawa,16,966,18,5,4,0,1,1,0,1,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,33,42,394,216,103,0.75,0,0,0.04,1,0,0,1,1,8,0,0,35,5,0,0,557,36,7,14,9,66,70.0%,35,16,51,1,5,5,0,3,3,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,48,294,215,7,46.2%,81.0%,147,18,154,23,170,201,25.0%,12,0,0,5,59,59,7,0,0.04,0.71,0.04,0.71,0.75,1,3,0.13,6,0.6,0.6,29.2%,2,514,374,4,374,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:33l8nq6xbj3pm1lkxo2qs5vfu,Canadian Premier League 2021 (Canada)
