Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Season,seasonId,scatterId,scatterExtra
1,3s473jpg95etwxxutofhcvch5,244519,T. Gardner,Thomas Gardner,Left Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,243959,Thomas,Gardner,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Edmonton,10,487,23,5,5,0,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,26,3,214,78,107,0.25,0,0,0.23,0,0,0,5,5,10,1,1,27,7,3,1,298,36,1,8,4,13,56.3%,0,0,26,4,1,4,1,1,5,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,101,34,163,12,27.6%,86.4%,114,49,22,64,126,24,30.8%,13,0,0,2,5,5,6,2,0.21,0.03,0.21,0.03,0.25,5,0,0.05,5,0.5,1,35.0%,11,167,127,18,127,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:3s473jpg95etwxxutofhcvch5,Canadian Premier League 2021 (Canada)
1,7qctsydagkbx65ctb9wlw9n1l,244518,D. Norman,David Norman Jr.,Left Centre Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,247683,David,Norman Jr.,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Cavalry,20,1502,23,4,3,1,5,1,4,0,1,4,3,0,0,0,5,1,0,1,0,0,0,1,1,0,8,0,131,53,992,542,266,0.48,1,1,0.49,0,1,3,1,4,8,0,0,78,4,0,0,1218,65,8,27,23,93,76.1%,35,18,98,2,11,9,0,7,5,0,4,0,0,0,0,0,20,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,2,3,66,512,640,8,40.0%,81.5%,454,25,329,34,564,394,50.9%,53,0,0,13,69,69,22,2,0.08,0.4,0.08,0.4,0.48,3,8,0.05,10,0.23,0.2,38.7%,20,372,233,32,233,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:7qctsydagkbx65ctb9wlw9n1l,Canadian Premier League 2021 (Canada)
1,1mcgu1zocg8bwfrncptuvfm51,129044,M. Trafford,Mason Trafford,Left Centre Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,90443,Mason,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Cavalry,11,882,35,0,2,0,1,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,65,21,624,421,117,1.1,0,0,0.06,1,0,0,1,1,3,0,0,37,1,0,0,735,19,9,5,12,57,100.0%,31,11,32,1,0,4,0,4,3,1,4,0,0,1,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,15,399,321,13,38.3%,86.2%,249,1,288,4,294,326,53.6%,28,0,0,1,46,46,11,0,0,1.1,0,1.1,1.1,1,8,0.12,9,0,0,41.8%,1,295,181,8,181,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:1mcgu1zocg8bwfrncptuvfm51,Canadian Premier League 2021 (Canada)
1,1qu7igozcqji1b93u23ezh68l,559958,P. Gee,Paris Donald Gee,Left Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,250579,Paris Donald,Gee,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Edmonton,25,1836,27,5,7,0,6,1,5,1,2,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,124,58,763,271,310,0.57,0,0,2.22,0,3,1,23,24,60,1,1,122,24,1,1,1305,101,15,41,25,119,73.7%,32,13,118,6,6,19,5,6,11,3,4,0,0,0,0,0,25,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,6,7,344,344,617,11,41.7%,76.1%,338,112,131,141,437,185,66.7%,30,0,0,77,83,83,29,7,0.55,0.02,0.55,0.02,0.57,24,3,0.03,17,0.31,0.31,33.2%,25,453,360,30,360,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:1qu7igozcqji1b93u23ezh68l,Canadian Premier League 2021 (Canada)
1,4g57cr61ps0y0w29dv3f5s3c9,312950,M. Kacher,Mastanabal Kacher,Right Attacking Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,199133,Mastanabal,Kacher,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Valour,11,305,25,9,2,0,2,1,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,20,2,110,28,60,0.3,0,0,0.17,0,0,0,3,3,4,1,0,9,2,0,0,155,19,1,2,0,4,37.5%,1,0,9,2,1,4,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,73,21,61,11,26.4%,80.0%,41,33,14,45,50,15,50.0%,6,0,0,6,2,2,2,0,0.3,0,0.3,0,0.3,3,0,0.04,8,0.17,0.5,29.2%,2,234,173,5,173,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:4g57cr61ps0y0w29dv3f5s3c9,Canadian Premier League 2021 (Canada)
1,57sscey83fcglkmcrtpp28k5,53196,Soria,Ramon Soria,Central Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,90727,Ramon,Soria,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Edmonton,26,2112,32,3,3,1,4,3,1,1,1,7,4,1,0,0,0,0,1,0,1,0,2,1,1,0,6,2,123,64,1015,497,331,1.76,1,1,0.54,3,1,0,5,5,4,0,0,77,3,1,0,1214,55,19,18,27,99,64.9%,34,17,115,2,4,4,1,3,5,0,3,0,0,0,0,0,36,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,0,4,88,459,667,13,43.2%,81.6%,512,43,273,57,609,349,57.1%,49,0,0,6,69,69,27,3,1.41,0.35,1.41,0.35,1.76,4,7,0.14,13,0,0,33.2%,25,481,373,15,373,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:57sscey83fcglkmcrtpp28k5,Canadian Premier League 2021 (Canada)
1,afbi7ba716z8at1irydcx44ix,559965,R. Telfer,Ryan Telfer,Right Attacking Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,250972,Ryan,Telfer,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Atlético Ottawa,15,1285,27,0,1,0,7,6,1,5,7,9,3,4,0,0,0,0,2,1,2,1,2,1,1,1,9,4,65,22,437,162,188,3.34,3,0,2.59,5,3,7,15,22,59,2,1,95,33,2,0,761,83,12,8,7,30,74.1%,3,3,65,4,3,11,6,7,15,4,2,0,0,0,0,0,24,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,36,14,30,265,106,390,41,27.0%,80.1%,225,84,41,103,279,55,58.3%,24,0,1,50,11,11,16,3,1.84,1.51,1.84,1.51,3.34,22,3,0.12,28,0.34,0.29,28.5%,17,373,295,29,295,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:afbi7ba716z8at1irydcx44ix,Canadian Premier League 2021 (Canada)
1,ezibxuzirgqnb5enkgvdk5ot1,147561,A. Riggi,Alessandro Riggi,Left Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,243864,Alessandro,Riggi,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,HFX Wanderers,15,576,27,8,7,0,5,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,43,10,224,57,114,1.05,0,0,0.85,2,2,0,8,8,37,4,3,37,17,4,2,358,52,1,4,4,10,45.5%,1,0,36,4,1,6,1,1,10,4,4,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,17,156,38,164,21,30.8%,76.3%,88,67,16,86,113,25,42.9%,7,0,0,14,3,3,5,2,1.05,0,1.05,0,1.05,8,0,0.15,7,0.29,0.23,33.0%,14,463,340,25,340,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:ezibxuzirgqnb5enkgvdk5ot1,Canadian Premier League 2021 (Canada)
1,69kkn2i96sg564fexcheqbo4p,486416,A. Gonzalez,Azriel Gonzalez,Left Attacking Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,224636,Azriel,Gonzalez,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Edmonton,14,947,20,3,6,0,13,9,4,4,4,8,2,6,0,0,0,0,4,0,3,1,3,1,2,1,8,9,51,21,332,91,169,3.02,4,3,2.35,3,3,0,16,16,20,4,1,44,6,1,0,481,45,3,11,5,20,51.9%,1,0,54,2,1,4,4,3,13,7,1,0,0,0,0,0,16,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,8,12,224,61,196,42,27.4%,78.3%,116,122,22,143,152,37,57.1%,7,0,2,9,11,11,7,2,2.87,0.15,2.87,0.15,3.02,13,0,0.1,29,0.11,0.11,32.1%,22,261,220,20,220,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:69kkn2i96sg564fexcheqbo4p,Canadian Premier League 2021 (Canada)
1,656f0fwmkd8apq19e5q2jythx,238354,Adam Najem,Adam Najem,Defensive Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,247432,Adam,Najem,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Edmonton,15,1121,26,2,9,0,6,5,1,1,0,8,1,6,0,0,0,0,1,0,1,0,1,1,0,1,2,10,66,22,486,157,241,1.12,1,2,1.04,1,1,2,13,15,10,0,0,46,3,1,1,632,63,11,16,11,41,56.3%,3,1,69,1,4,7,1,2,8,0,1,0,0,0,0,0,24,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,12,190,93,349,25,26.3%,81.9%,246,108,44,137,284,65,29.4%,17,0,0,6,12,12,25,4,1.09,0.04,1.09,0.04,1.12,13,0,0.07,15,0,0,32.2%,23,289,233,21,233,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:656f0fwmkd8apq19e5q2jythx,Canadian Premier League 2021 (Canada)
1,7i19hu44byapft1lpm3okbb3d,256568,J. Heard,Josh Heard,Left Winger,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,172747,Josh,Heard,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Winger,Pacific,22,1402,26,7,13,1,9,6,3,5,1,8,2,5,0,0,0,0,3,1,4,0,3,1,2,2,4,9,60,14,334,75,185,2.52,4,1,2.32,3,4,2,13,15,41,0,0,83,12,2,1,631,97,10,9,11,37,57.6%,4,2,59,10,1,15,15,4,19,11,4,0,0,0,0,0,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,14,14,366,57,208,54,20.4%,77.8%,89,153,18,189,112,33,37.5%,40,0,2,43,11,11,21,5,2.41,0.11,2.41,0.11,2.52,14,1,0.11,23,0.16,0.16,35.8%,28,361,266,41,266,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:7i19hu44byapft1lpm3okbb3d,Canadian Premier League 2021 (Canada)
1,bri3rn6ch0k8k4q9mpjc8q19l,275989,B. Wright,Brian Wright,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,180233,Brian,Wright,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,23,1164,26,11,9,1,13,11,2,2,0,4,2,2,1,1,0,0,6,0,4,1,0,1,1,4,4,12,44,16,195,56,79,6.39,6,1,1.61,12,3,0,6,6,25,6,1,48,7,3,3,370,70,4,2,0,23,42.9%,17,9,16,3,1,7,5,0,13,12,0,0,0,0,0,0,24,23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,16,163,28,179,46,19.0%,69.2%,90,44,1,72,119,4,47.4%,38,0,6,7,19,19,3,1,3.78,2.61,3.78,2.61,5.6,5,1,0.34,19,0.29,0.29,30.0%,5,648,513,19,513,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:bri3rn6ch0k8k4q9mpjc8q19l,Canadian Premier League 2021 (Canada)
1,6re26cen7xbrynezb3rerst05,257355,S. Camargo,Sergio Camargo,Right Attacking Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,112657,Sergio,Camargo,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Cavalry,20,1068,27,4,16,0,12,10,2,3,0,6,0,4,1,0,0,0,2,1,2,1,2,2,1,1,4,10,74,9,389,92,214,3.63,3,2,3,5,4,1,20,21,44,6,2,48,19,3,2,601,59,3,3,5,12,54.5%,1,1,64,4,1,6,6,0,10,5,2,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,8,14,285,23,293,63,32.6%,78.7%,172,120,14,160,212,17,41.2%,17,0,2,13,1,1,9,2,1.75,1.88,1.75,1.88,2.84,19,0,0.17,21,0.23,0.18,41.1%,36,355,218,40,218,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:6re26cen7xbrynezb3rerst05,Canadian Premier League 2021 (Canada)
1,br7fuyg4h8gseboweg8wjujft,273961,T. Meilleur-Giguère,Thomas Meilleur-Giguère,Left Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,225054,Thomas,Meilleur-Giguère,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Pacific,8,535,23,3,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,49,17,471,315,90,0.28,0,0,0.44,0,1,1,0,1,4,0,0,21,2,0,0,528,15,0,5,9,29,62.5%,15,6,30,0,0,0,0,2,1,0,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,280,235,7,34.2%,86.0%,182,4,219,5,219,247,54.5%,22,0,0,0,23,23,6,0,0,0.28,0,0.28,0.28,1,1,0.06,5,-,-,36.9%,4,179,145,7,145,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:br7fuyg4h8gseboweg8wjujft,Canadian Premier League 2021 (Canada)
1,41fep3jlo1ieyq9hvpmsl6wvd,273327,K. Chung,Kadin Chung,Right Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,225056,Kadin,Chung,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Pacific,23,1979,23,1,1,1,2,0,2,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,87,39,1085,566,393,0.14,1,1,1.4,0,1,0,20,20,46,0,0,111,23,1,1,1687,91,26,36,43,150,77.5%,35,18,126,2,6,14,2,8,7,0,7,0,0,0,0,0,25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,10,12,355,487,845,3,28.0%,88.4%,568,138,253,158,632,295,30.0%,30,0,0,53,97,97,43,10,0.14,0,0.14,0,0.14,19,2,0.03,4,0.28,0.29,36.3%,27,371,282,27,282,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:41fep3jlo1ieyq9hvpmsl6wvd,Canadian Premier League 2021 (Canada)
1,7lqj7hx4na2kvl5doan797vmx,560429,D. Zator,Dominick Zator,Left Centre Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,250776,Dominick,Zator,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,York United,22,1866,27,1,0,1,6,6,0,4,0,9,0,0,0,0,0,0,1,0,0,1,9,3,0,0,1,2,107,61,1066,721,177,1.13,1,0,0.36,0,0,2,5,7,3,1,1,103,3,0,0,1344,41,10,19,39,155,76.3%,85,40,129,0,6,5,1,11,2,0,4,0,1,0,0,0,27,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,5,41,839,464,28,36.6%,84.2%,350,9,539,13,424,629,78.4%,74,0,0,2,131,131,23,1,0,1.13,0,1.13,1.13,7,25,0.06,19,0.5,0.5,32.5%,12,402,455,16,455,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:7lqj7hx4na2kvl5doan797vmx,Canadian Premier League 2021 (Canada)
1,aisfml98z3uznfzhbopr5kmp5,317065,M. Village,Mark Village,,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,250775,Mark,Village,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,Pacific,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,35.8%,0,103,82,0,82,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:aisfml98z3uznfzhbopr5kmp5,Canadian Premier League 2021 (Canada)
1,7tmc8hrkee4lo05qa26i7e5zp,233117,M. Carducci,Marco Carducci,Goalkeeper,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,173159,Marco,Carducci,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Cavalry,22,1980,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,49,618,326,80,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,802,1,1,0,0,14,100.0%,13,0,43,0,1,0,0,3,0,0,6,3,0,1,13,10,25,22,3,0,55,2,2,19,22,7,0,46,40,15,13,21,1,14,10,0,0,1,36,0,0,0,798,4,0,63.4%,65.7%,4,0,402,0,4,614,100.0%,3,23.68,0,0,14,14,0,0,0,0,0,0,0,0,0,-,0,-,-,40.2%,1,450,287,6,287,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:7tmc8hrkee4lo05qa26i7e5zp,Canadian Premier League 2021 (Canada)
1,5pxg9qijp78vbve2b5eprf4r9,222997,E. Welshman,Emery Welshman,Centre Forward,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,151951,Emery,Welshman,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Forge,5,250,29,2,3,0,1,1,0,1,1,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,3,10,2,47,6,29,1.06,0,0,0.34,1,1,0,2,2,6,0,0,6,2,0,0,93,27,2,0,1,3,40.0%,0,0,6,5,0,2,0,0,2,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,63,3,27,19,21.3%,74.5%,11,24,0,33,12,2,0.0%,7,0,0,0,1,1,1,1,1.06,0,1.06,0,1.06,2,0,0.15,7,-,-,34.0%,6,78,67,7,67,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:5pxg9qijp78vbve2b5eprf4r9,Canadian Premier League 2021 (Canada)
1,6pi1u2mdt56ns3pqkdjp772s5,166454,C. Nanco,Christopher Lenroy Nanco,Left Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,245004,Christopher Lenroy,Nanco,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Forge,16,766,26,9,3,0,8,6,2,5,1,7,4,2,0,0,0,0,2,0,2,0,1,0,1,1,4,10,25,6,187,33,123,2.41,2,0,0.76,4,1,2,8,10,38,10,3,34,11,1,1,381,74,2,4,3,10,27.3%,1,1,29,6,3,4,9,1,6,5,2,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,18,225,28,128,44,27.3%,83.4%,66,82,8,98,79,10,16.7%,6,0,2,13,7,7,3,0,2.16,0.25,2.16,0.25,2.41,10,0,0.11,21,0.15,0.15,30.4%,16,274,216,19,216,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:6pi1u2mdt56ns3pqkdjp772s5,Canadian Premier League 2021 (Canada)
1,7w93cfaszi89ex6xdf9tgkp9l,312948,M. Temguia,Mélé Temguia,Left Centre Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,199141,Mélé,Temguia,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Edmonton,19,1229,26,5,1,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,57,45,599,386,111,0.94,0,0,0,2,0,0,0,0,6,1,1,60,4,0,0,758,48,12,23,24,89,79.5%,30,11,91,2,14,7,0,5,2,0,1,0,2,0,0,0,17,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,8,10,454,294,8,37.2%,83.0%,229,1,267,1,261,337,66.7%,21,0,0,0,70,70,18,1,0,0.94,0,0.94,0.94,0,10,0.16,6,-,-,33.2%,7,481,373,7,373,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:7w93cfaszi89ex6xdf9tgkp9l,Canadian Premier League 2021 (Canada)
1,7ehcrcdv82ib5fkpo3498gpgp,257762,K. Awuah,Kwame Awuah,Left Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,244929,Kwame,Awuah,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Forge,19,1635,25,0,4,0,2,1,1,0,1,3,2,1,0,0,0,0,0,1,1,0,0,0,1,0,5,0,160,49,965,306,450,0.26,1,3,1.96,0,4,0,11,11,32,3,2,102,13,0,0,1424,92,11,27,21,74,73.1%,10,3,121,3,7,15,8,16,12,3,9,0,0,0,0,0,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,10,30,364,290,770,30,40.2%,78.3%,486,157,113,199,604,162,60.0%,25,0,0,34,37,37,31,6,0.26,0,0.26,0,0.26,8,4,0.04,6,0.24,0.24,33.9%,29,301,230,49,230,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:7ehcrcdv82ib5fkpo3498gpgp,Canadian Premier League 2021 (Canada)
1,7whdjeubz6xgvlxtl91z93idx,233121,J. Haynes,Jordan Haynes,Left Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,173167,Jordan,Haynes,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Pacific,23,1718,25,5,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,146,78,1000,453,323,0.08,0,1,0.89,0,1,3,3,6,19,0,0,102,6,0,0,1442,76,12,33,26,104,69.2%,29,14,131,6,10,13,4,9,11,0,5,0,0,0,0,0,23,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,8,4,184,457,801,3,45.6%,77.6%,519,63,194,78,624,298,59.6%,47,0,0,25,70,70,30,4,0,0.08,0,0.08,0.08,5,0,0.03,3,0.32,0.32,36.8%,19,428,304,18,304,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:7whdjeubz6xgvlxtl91z93idx,Canadian Premier League 2021 (Canada)
