Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,PassesIntoBox,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,null,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
1,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,2,2,0,5,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,79,20,519,262,158,0.80,0,0,0.70,1,1,2,5,7,17,2,0,50,7,0,0,730,53,6,12,10,45,78.3%,15,7,50,6,6,7,4,6,7,0,0,2,0,0,0,2,2,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,9,132,276,322,20,35.3%,80.9%,222,31,167,53,269,197,42.1%,19,1.33,0,26,32,32,11,2,0.65,0.15,0.65,0.15,0.80,7,3,0.09,9,0.35,0.35,40.4%,14.00,22,16,23,16,23,15380,,,FOR vs PAC,false,true,false,false,true,2020-09-12,al6itp61bch64gv1bhhncxyqc,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,0,2,Played,L 0-2,2137184,FOR vs PAC (2020-09-12)
1,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,7,6,1,0,1,2,0,2,0,0,0,0,5,0,5,2,1,2,1,2,4,2,82,35,545,269,159,1.99,5,5,1.92,5,5,0,9,9,23,0,0,57,17,0,0,769,54,8,18,18,62,68.4%,18,3,73,6,1,8,1,0,4,1,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,1,1,6,14,144,270,355,19,35.0%,78.5%,224,47,157,68,273,204,47.4%,19,0.85,5,18,36,36,20,6,1.99,0.00,1.99,0.00,1.99,4,5,0.20,10,0.22,0.27,40.8%,22.00,24,12,17,12,17,15380,,,HFX vs PAC,false,true,true,false,false,2020-09-16,1m8l5iaa0hhjfd9pq3ftmklxw,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Pacific,HFX Wanderers,HFX,5,0,Played,W 5-0,2137187,HFX vs PAC (2020-09-16)
1,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,56,22,321,138,105,0.12,0,0,0.09,0,0,0,3,3,10,1,0,36,4,0,0,466,52,5,6,8,32,61.1%,11,7,35,9,7,7,1,6,5,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,3,2,10,87,188,191,6,40.8%,75.7%,114,37,92,50,149,122,50.0%,22,1.90,0,8,24,24,8,0,0.12,0.00,0.12,0.00,0.12,3,1,0.03,4,0.13,0.13,39.4%,7.00,16,10,10,10,10,15378,,,VAL vs CAV,true,false,false,false,true,2020-08-16,7t877d5i442n1ar3pg35nz02c,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Valour,Cavalry,CAV,0,2,Played,L 0-2,2126228,VAL vs CAV (2020-08-16)
1,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,11,8,3,3,2,5,1,1,1,1,1,0,3,1,2,1,3,1,1,2,3,9,33,17,457,209,198,2.25,4,3,1.09,2,1,4,9,13,27,4,0,46,12,1,1,641,38,5,10,10,36,75.0%,8,2,46,3,2,4,6,5,4,0,1,0,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,3,2,1,1,0,0,2,0,0,0,3,0,6,11,184,217,240,33,35.0%,89.1%,176,88,143,106,189,162,80.0%,5,0.50,1,17,29,29,7,0,1.17,1.08,1.17,1.08,1.46,10,3,0.11,21,0.41,0.44,24.1%,11.00,16,22,11,22,11,15378,,,ATO vs VAL,false,true,true,false,false,2020-08-19,7tdd1uok6zk7bgycge748czdg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Valour,Atlético Ottawa,ATO,4,0,Played,W 4-0,2126235,ATO vs VAL (2020-08-19)
1,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,1,2,1,3,4,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,6,59,24,381,176,122,0.60,0,0,0.41,0,0,1,5,6,5,1,0,41,0,0,0,554,46,9,8,10,47,77.3%,17,9,44,4,6,9,4,9,4,1,1,1,0,0,1,1,0,0,0,0,3,0,0,1,1,0,0,3,1,2,1,1,0,2,0,0,0,2,0,4,8,128,243,183,12,38.6%,78.2%,128,51,119,73,154,154,36.8%,19,0.67,0,6,40,40,4,3,0.26,0.34,0.26,0.34,0.60,6,5,0.05,11,0.17,0.00,32.4%,12.00,21,15,21,15,21,15378,,,YRK vs VAL,false,true,false,true,false,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Valour,York United,YRK,0,0,Played,T 0-0,2126241,YRK vs VAL (2020-08-22)
1,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,6,4,2,0,3,5,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,9,77,24,358,156,101,1.88,0,0,0.43,2,0,3,7,10,19,2,2,43,10,0,0,541,43,5,9,11,35,60.9%,7,2,48,5,2,4,3,1,9,1,0,0,0,1,0,0,2,2,0,1,6,0,0,3,2,0,1,5,5,1,0,2,0,2,2,0,0,1,2,4,5,118,195,228,20,38.3%,71.8%,123,34,100,47,172,139,33.3%,18,1.62,0,13,23,23,9,3,0.35,1.53,0.35,1.53,1.09,10,2,0.13,14,0.15,0.00,38.1%,12.00,25,14,15,14,15,15378,,,PAC vs VAL,false,true,false,false,true,2020-08-26,7tw47791fe2i850ddmt0nthqs,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Valour,Pacific,PAC,0,2,Played,L 0-2,2126245,PAC vs VAL (2020-08-26)
1,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,3,3,0,0,0,3,2,1,1,0,0,0,2,0,0,0,0,0,0,2,0,6,66,19,418,163,170,1.65,2,0,0.46,3,1,0,3,3,22,2,1,56,10,1,1,613,69,7,16,16,61,53.5%,20,8,72,10,1,7,1,4,7,1,0,2,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,1,6,11,130,190,293,22,40.4%,79.7%,186,57,90,74,229,115,48.0%,25,0.89,1,9,41,41,16,4,0.46,1.19,0.46,1.19,0.86,3,5,0.27,6,0.00,0.00,34.0%,25.00,19,19,19,19,19,15378,,,VAL vs EDM,true,false,true,false,false,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,2,1,Played,W 2-1,2126254,VAL vs EDM (2020-08-29)
1,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,5,3,2,1,2,7,3,2,0,0,0,0,0,0,0,0,1,1,0,0,3,7,58,17,509,214,220,0.72,0,0,0.55,0,0,4,7,11,20,1,0,52,11,0,0,687,52,1,11,12,33,66.7%,9,6,56,10,6,6,3,3,9,1,0,0,1,0,0,1,2,1,1,0,3,0,0,0,3,1,0,2,2,1,1,2,0,0,0,0,1,2,1,4,7,181,191,315,20,34.2%,85.3%,229,83,122,106,264,139,57.7%,26,0.73,0,22,18,18,13,2,0.38,0.33,0.38,0.33,0.72,11,3,0.05,15,0.18,0.08,35.7%,19.00,16,22,17,22,17,15378,,,VAL vs HFX,true,false,false,false,true,2020-09-02,7uo653c2y32d06v6dq2as5t04,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Valour,HFX Wanderers,HFX,0,2,Played,L 0-2,2126261,VAL vs HFX (2020-09-02)
1,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,8,5,3,1,1,4,2,2,0,0,0,0,2,0,1,2,1,4,0,0,2,5,56,25,305,116,108,1.65,2,2,1.55,4,4,1,10,11,19,1,0,60,10,0,0,518,60,8,16,15,54,66.7%,14,5,47,6,8,4,6,4,8,2,0,1,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,2,2,0,1,1,0,0,0,0,0,3,5,4,11,135,186,197,22,42.6%,73.4%,108,37,79,51,136,118,33.3%,27,2.24,2,29,35,35,13,6,1.16,0.49,1.16,0.49,1.65,9,2,0.12,14,0.45,0.57,34.2%,11.00,26,15,13,15,13,15378,,,FOR vs VAL,false,true,false,true,false,2020-09-05,7utday42etwsaaqej3w9gmqz8,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Valour,Forge,FOR,2,2,Played,T 2-2,2126266,FOR vs VAL (2020-09-05)
1,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,6,5,1,3,1,4,4,0,1,1,0,0,2,0,0,1,0,3,1,0,3,4,76,26,398,166,130,1.74,2,1,0.85,3,2,3,7,10,23,2,0,62,10,1,0,568,55,2,8,6,29,62.5%,13,4,55,5,3,11,3,5,7,0,0,0,0,0,0,0,2,2,0,1,2,0,0,1,1,0,0,2,0,2,1,0,0,1,0,0,0,1,1,6,3,160,181,227,24,41.7%,74.4%,147,55,94,80,187,131,62.2%,45,0.89,2,17,19,19,6,4,0.58,1.15,0.58,1.15,0.95,9,3,0.12,14,0.29,0.18,35.2%,18.00,13,19,11,19,11,15381,,,FOR vs CAV,false,true,false,true,false,2020-08-14,7st0tt53e4ksjueglfgouulg4,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,2,2,Played,T 2-2,2126218,FOR vs CAV (2020-08-14)
1,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,3,3,0,1,1,3,0,0,1,1,0,0,2,0,1,1,2,1,0,1,1,2,61,21,436,265,89,1.90,2,1,0.83,3,1,4,2,6,14,0,0,52,7,0,0,600,36,8,7,9,38,78.9%,13,7,40,6,1,6,5,8,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,110,254,236,15,36.0%,81.2%,152,32,170,43,184,209,50.0%,22,0.12,2,16,21,21,10,7,0.85,1.05,0.85,1.05,1.11,5,1,0.24,8,0.31,0.22,34.2%,8.00,14,10,10,10,10,15381,,,VAL vs CAV,false,true,true,false,false,2020-08-16,7t877d5i442n1ar3pg35nz02c,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Cavalry,Valour,VAL,2,0,Played,W 2-0,2126228,VAL vs CAV (2020-08-16)
1,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,5,4,1,0,2,6,0,2,1,1,1,0,2,0,1,0,3,0,1,1,1,7,67,17,592,324,184,2.92,2,1,1.70,5,3,5,6,11,12,0,0,46,6,1,1,760,52,7,7,6,30,70.0%,8,4,45,7,4,5,3,7,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,116,210,434,19,30.4%,85.8%,316,42,150,51,371,170,34.4%,32,0.26,2,22,18,18,11,1,1.45,1.47,1.45,1.47,2.13,10,0,0.22,13,0.36,0.21,31.4%,10.00,18,11,3,11,3,15381,,,EDM vs CAV,false,true,true,false,false,2020-08-21,7tigxj35sgqjbet0qxe22v21g,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,2,0,Played,W 2-0,2126240,EDM vs CAV (2020-08-21)
1,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,2,2,2,0,2,0,1,0,0,0,0,1,1,2,0,0,0,1,1,3,3,61,32,498,264,141,0.55,2,1,0.44,2,1,2,3,5,16,0,0,62,9,0,0,688,55,11,9,10,43,69.0%,13,4,54,11,1,9,2,7,9,2,0,1,0,1,1,1,1,1,0,0,2,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,1,2,2,6,127,285,276,23,35.1%,81.3%,189,51,165,64,221,213,45.5%,33,1.37,0,16,32,32,9,2,0.44,0.11,0.44,0.11,0.55,4,3,0.07,8,0.25,0.09,28.2%,8.00,21,16,15,16,15,15381,,,CAV vs HFX,true,false,true,false,false,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,2,1,Played,W 2-1,2126244,CAV vs HFX (2020-08-24)
1,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,4,2,2,1,2,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,5,75,24,486,222,165,1.09,0,0,0.95,2,2,1,7,8,23,0,0,55,12,2,0,686,51,2,16,13,43,69.2%,12,1,46,2,2,10,3,4,7,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,175,238,273,17,40.1%,79.6%,177,59,151,82,219,185,44.4%,27,0.56,0,31,26,26,12,5,1.01,0.08,1.01,0.08,1.09,8,1,0.10,11,0.16,0.22,41.0%,13.00,16,25,9,25,9,15381,,,ATO vs CAV,false,true,false,false,true,2020-08-27,7u47vp82i9898dpktaf5q6psk,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Cavalry,Atlético Ottawa,ATO,0,2,Played,L 0-2,2126251,ATO vs CAV (2020-08-27)
1,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,2,1,1,1,4,2,0,1,1,0,0,1,0,0,0,1,0,1,0,2,4,72,22,390,179,117,1.44,1,0,0.52,1,0,1,4,5,15,2,1,42,4,1,1,576,55,4,8,11,33,42.9%,8,2,51,9,1,3,7,3,6,2,0,0,1,0,0,0,2,2,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,3,3,12,9,136,190,250,22,39.0%,75.9%,145,46,105,56,197,137,37.0%,27,2.26,1,21,24,24,7,2,0.51,0.92,0.51,0.92,0.65,5,3,0.16,9,0.19,0.21,44.4%,15.00,15,14,16,14,16,15381,,,CAV vs PAC,true,false,false,false,true,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,1,2,Played,L 1-2,2126258,CAV vs PAC (2020-08-30)
1,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,4,2,2,1,1,6,2,3,0,0,0,0,1,0,0,0,0,1,0,1,2,7,75,18,404,169,142,1.01,1,0,0.42,1,0,1,7,8,18,1,1,52,6,0,0,613,58,7,10,14,51,60.7%,19,11,53,5,3,9,4,1,4,1,1,1,0,0,0,0,0,0,0,0,4,0,2,1,2,0,0,4,4,0,1,0,2,0,0,0,0,1,2,4,6,161,195,257,24,42.3%,77.0%,155,53,103,71,197,136,57.1%,35,1.12,1,24,25,25,20,6,0.36,0.65,0.36,0.65,1.01,8,1,0.08,12,0.17,0.20,51.2%,16.00,15,15,11,15,11,15381,,,CAV vs YRK,true,false,true,false,false,2020-09-05,7uw4ffr6e4epa23s5veyr3cpg,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,1,0,Played,W 1-0,2126268,CAV vs YRK (2020-09-05)
1,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,7,7,0,0,0,6,0,5,1,1,0,0,3,0,2,0,1,1,1,2,2,9,68,27,349,127,127,3.01,3,1,1.78,5,3,2,6,8,13,1,1,36,5,1,1,524,45,2,11,5,40,72.2%,19,10,41,1,6,9,5,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,2,6,161,185,178,34,37.8%,72.8%,107,53,94,78,136,135,47.8%,23,0.49,2,28,31,31,6,3,1.38,1.62,1.38,1.62,2.22,7,1,0.23,13,0.29,0.24,69.0%,16.00,13,20,7,20,7,15381,,,CAV vs PAC,true,false,true,false,false,2020-09-10,6pp5y6tmtbxolhpklcv0tx5as,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,3,1,Played,W 3-1,2137182,CAV vs PAC (2020-09-10)
1,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,3,0,0,1,7,3,2,0,0,0,0,1,0,1,0,2,0,1,0,2,6,81,32,448,191,144,1.11,1,0,0.38,1,0,2,6,8,10,0,0,42,5,0,0,616,67,3,4,9,30,43.8%,11,4,59,4,3,8,0,7,6,4,0,0,0,0,1,0,2,2,0,0,2,0,0,1,0,0,0,2,1,1,0,1,1,1,0,1,0,3,4,2,20,131,198,287,12,40.2%,74.8%,181,48,106,59,241,148,43.2%,37,2.62,1,19,22,22,7,1,0.97,0.14,0.97,0.14,1.11,8,3,0.10,11,0.21,0.21,59.5%,14.00,24,8,13,8,13,15381,,,CAV vs HFX,true,false,false,false,true,2020-09-12,cap8cqg4fk34voy1o310hy39w,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,1,2,Played,L 1-2,2137185,CAV vs HFX (2020-09-12)
1,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,1,2,1,1,6,2,2,0,0,1,0,0,0,0,0,4,1,0,0,2,2,103,26,446,186,131,1.07,0,0,1.03,1,1,5,5,10,8,0,0,75,5,0,0,656,69,8,10,16,47,62.1%,11,4,52,9,3,7,5,5,8,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,12,152,223,281,17,42.6%,71.1%,161,36,120,65,219,162,57.4%,61,1.41,0,24,26,26,18,3,0.82,0.25,0.82,0.25,1.07,10,2,0.10,11,0.33,0.28,56.4%,11.00,18,23,15,23,15,15381,,,CAV vs FOR,true,false,false,false,true,2020-09-15,dykc0lh8alwaa1f7yjoh09bf8,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,0,1,Played,L 0-1,2137186,CAV vs FOR (2020-09-15)
1,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,2,2,0,0,1,1,1,0,0,0,1,0,2,0,2,0,0,0,1,1,2,1,75,19,425,184,147,1.35,2,2,1.31,2,2,0,3,3,7,0,0,36,5,1,1,580,58,5,9,13,45,60.9%,16,8,50,3,4,12,1,5,5,0,0,0,0,0,0,0,2,2,0,0,4,0,0,2,1,1,0,3,2,2,1,1,0,1,1,1,0,1,2,0,13,135,222,223,11,38.4%,77.9%,151,67,113,83,185,157,30.4%,23,1.98,2,12,34,34,9,2,1.31,0.04,1.31,0.04,1.35,1,3,0.34,4,0.00,0.00,26.2%,9.00,19,17,22,17,22,16614,,,YRK vs ATO,false,true,false,true,false,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,2,2,Played,T 2-2,2126220,YRK vs ATO (2020-08-15)
1,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,0,3,2,1,2,1,4,2,1,0,0,2,0,0,0,0,0,1,1,0,0,2,3,39,16,313,145,113,0.50,0,0,0.32,0,0,1,5,6,10,1,0,38,5,0,0,479,46,3,20,6,45,65.7%,15,7,38,5,6,4,2,3,4,0,0,0,0,0,0,0,4,3,1,0,7,0,0,1,5,0,0,7,5,2,1,5,0,1,1,1,0,2,2,0,10,121,172,186,13,37.7%,82.4%,119,49,90,53,148,112,20.0%,5,2.25,0,13,32,32,9,4,0.36,0.14,0.36,0.14,0.50,6,5,0.05,10,0.23,0.17,31.3%,9.00,13,11,22,11,22,16614,,,ATO vs VAL,true,false,false,false,true,2020-08-19,7tdd1uok6zk7bgycge748czdg,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,0,4,Played,L 0-4,2126235,ATO vs VAL (2020-08-19)
1,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,0,4,2,2,1,1,5,3,1,0,0,1,0,2,0,2,0,1,0,0,2,4,4,62,20,344,102,160,0.73,2,2,0.62,1,1,1,7,8,13,0,0,52,4,0,0,516,58,7,14,11,53,65.6%,18,9,48,7,5,5,4,7,5,3,0,0,1,0,0,1,2,2,0,0,2,0,0,0,1,0,0,2,1,1,1,1,0,1,0,0,0,3,3,4,11,151,179,186,12,43.6%,76.2%,112,84,66,99,143,102,46.2%,26,2.38,1,14,42,42,7,4,0.59,0.14,0.59,0.14,0.73,6,3,0.07,11,0.07,0.00,27.8%,10.00,11,12,11,12,11,16614,,,ATO vs EDM,true,false,false,true,false,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Atlético Ottawa,Edmonton,EDM,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,2,1,1,1,0,3,1,1,0,0,1,0,1,1,2,0,1,0,0,2,1,3,66,38,316,100,112,0.56,2,1,0.46,1,1,1,3,4,21,1,0,51,8,1,0,502,55,7,9,9,54,57.1%,23,12,43,4,3,8,2,2,9,3,1,1,0,0,0,0,0,0,0,0,4,0,0,3,1,1,0,3,2,2,0,1,1,1,0,0,0,2,2,4,7,102,180,220,10,48.1%,67.1%,120,39,53,53,162,101,55.6%,27,1.09,0,6,40,40,11,3,0.23,0.33,0.23,0.33,0.56,3,3,0.09,6,0.17,0.00,38.2%,10.00,29,9,25,9,25,16614,,,ATO vs CAV,true,false,true,false,false,2020-08-27,7u47vp82i9898dpktaf5q6psk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,2,0,Played,W 2-0,2126251,ATO vs CAV (2020-08-27)
1,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,56,22,435,180,177,0.19,0,0,0.14,0,0,0,4,4,17,0,0,47,8,0,0,620,63,5,15,4,40,52.6%,15,7,46,3,9,8,3,4,6,1,0,0,1,0,0,0,2,2,0,0,2,0,0,2,1,0,0,2,2,0,0,0,0,1,0,0,0,2,6,2,8,136,179,305,6,30.8%,82.1%,215,57,85,68,246,121,35.3%,17,3.89,0,23,27,27,11,2,0.19,0.00,0.19,0.00,0.19,4,2,0.04,5,0.09,0.12,37.2%,9.00,23,7,11,7,11,16614,,,ATO vs FOR,true,false,false,false,true,2020-08-30,7ufagyfpmg0q5miihyn7181ec,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Atlético Ottawa,Forge,FOR,0,2,Played,L 0-2,2126257,ATO vs FOR (2020-08-30)
