Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
45,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,8,4,4,2,0,6,3,3,0,0,1,0,0,0,0,0,1,0,0,0,5,8,61,23,490,170,236,1.01,0,0,0.65,0,0,0,11,11,25,0,0,59,15,3,1,702,47,5,14,6,39,76.0%,13,10,51,8,4,2,2,3,7,3,0,0,0,0,0,0,2,2,0,0,5,0,0,1,5,0,0,5,2,3,0,4,0,0,0,0,0,2,2,4,14,224,162,316,29,38.8%,82.9%,226,95,85,127,263,100,65.0%,20,2.23,0,13,23,23,7,9,0.96,0.04,0.96,0.04,1.01,11,5,0.06,16,0.23,0.27,48.9%,22,15,10,33,10,15377,,FOR vs YRK,true,false,false,false,true,2021-09-11,bjpdudgxka2r49yjg9ncbojys,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,0,2,Played,L 0-2,2227618,FOR vs YRK (2021-09-11)
45,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,7,4,3,1,2,6,0,3,0,0,0,0,2,0,1,2,3,2,0,0,3,5,69,15,314,125,105,1,2,2,0.61,0,0,4,7,11,25,2,1,58,13,0,0,495,69,7,12,11,37,67.9%,7,2,49,1,5,11,2,2,9,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,16,127,126,242,26,41.7%,73.2%,135,30,65,52,172,90,45.5%,33,0.49,0,15,18,18,18,1,0.57,0.44,0.57,0.44,1,9,0,0.06,16,0.47,0.17,33.3%,19,9,3,17,3,15382,,YRK vs VAL,true,false,true,false,false,2021-07-08,19ikiqyi1nvumewnbox4kyihg,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,2,1,Played,W 2-1,2208283,YRK vs VAL (2021-07-08)
45,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,3,1,2,5,2,5,1,2,0,0,0,0,1,2,2,0,3,0,2,1,3,2,66,23,327,136,102,1.08,3,3,0.85,1,1,3,8,11,17,1,0,53,9,2,1,519,62,8,13,11,43,67.7%,11,5,61,4,5,6,3,7,5,1,0,4,0,0,0,0,3,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,5,4,18,95,187,237,19,43.7%,72.8%,144,27,67,31,183,113,34.8%,23,3.51,1,13,25,25,14,4,0.82,0.25,0.82,0.25,1.08,8,4,0.07,15,0.46,0.43,23.9%,20,19,22,10,22,15382,,HFX vs YRK,false,true,false,true,false,2021-09-06,bjbsocbro4ip62endm5e32yhg,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,3,3,Played,T 3-3,2227613,HFX vs YRK (2021-09-06)
45,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,6,4,2,0,0,6,3,3,0,0,1,0,0,0,0,0,1,1,0,0,4,6,58,25,426,188,155,0.66,0,0,0.63,0,0,1,10,11,21,2,2,53,15,3,3,599,53,3,12,9,35,55.6%,11,4,56,3,4,10,3,1,9,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,2,8,116,200,283,17,38.0%,80.5%,198,46,99,59,230,137,41.7%,24,1.25,0,14,26,26,7,2,0.59,0.07,0.59,0.07,0.66,11,5,0.05,12,0.29,0.3,29.0%,12,18,15,14,15,15376,,YRK vs HFX,false,true,false,true,false,2021-09-18,bk4rxdq85q9prkfa6ugzf3eac,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,0,0,Played,T 0-0,2227624,YRK vs HFX (2021-09-18)
45,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,5,4,1,3,1,4,3,0,0,0,0,0,2,0,2,0,1,2,1,1,1,5,40,15,387,178,154,1.88,2,2,1.82,3,3,3,8,11,23,1,0,62,14,1,1,592,48,7,10,9,54,43.6%,26,11,41,2,5,1,3,3,7,5,0,0,0,0,1,2,2,2,0,0,4,0,1,1,1,1,0,2,3,1,0,2,0,1,1,0,0,1,1,6,6,110,190,292,16,34.6%,85.8%,201,44,87,49,233,105,76.0%,25,1.9,2,18,42,42,10,2,1.49,0.39,1.49,0.39,1.88,9,8,0.14,13,0.39,0.33,17.6%,8,14,29,11,29,15376,,YRK vs HFX,false,true,false,true,false,2021-10-03,bl6sp2hdap83y3c9wbykg2uc4,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,2,2,Played,T 2-2,2227637,YRK vs HFX (2021-10-03)
45,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,4,2,3,3,6,2,3,1,1,2,0,1,0,0,0,0,0,0,1,1,11,45,11,407,211,140,2.07,1,0,0.86,3,1,2,9,11,13,0,0,49,8,1,1,584,30,6,8,12,31,73.7%,4,2,43,1,1,3,3,8,6,5,1,1,0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,3,1,2,0,2,1,0,0,0,0,3,0,0,11,117,185,282,18,32.9%,86.2%,188,35,128,45,226,136,73.3%,15,0.66,1,14,14,14,12,5,1.12,0.95,1.12,0.95,1.28,11,2,0.11,18,0.29,0.33,25.8%,8,14,14,14,14,15378,,ATO vs VAL,false,true,true,false,false,2021-07-15,1knc81h5rkerft2vsssq7i7mc,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Valour,Atlético Ottawa,ATO,1,0,Played,W 1-0,2208292,ATO vs VAL (2021-07-15)
45,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,6,2,4,3,2,6,4,2,0,0,0,0,1,2,3,0,1,0,0,3,1,10,59,16,473,206,192,1.23,3,2,0.84,2,1,0,11,11,18,1,0,44,12,1,1,653,51,7,9,15,37,64.0%,5,3,55,5,1,11,2,3,5,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,11,182,187,284,23,33.6%,84.1%,203,78,117,100,230,143,40.0%,15,0.65,1,14,16,16,18,3,1.1,0.13,1.1,0.13,1.23,9,1,0.07,17,0.29,0.27,36.6%,21,15,13,21,13,15378,,VAL vs HFX,true,false,true,false,false,2021-10-27,bmx1cnahw2x5rwvh0tsj69las,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Valour,HFX Wanderers,HFX,3,0,Played,W 3-0,2227659,VAL vs HFX (2021-10-27)
45,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,1,2,1,4,7,0,4,0,0,1,1,0,1,0,0,2,0,0,1,4,4,81,20,390,140,149,1.22,1,0,1.03,1,1,3,8,11,21,1,0,65,10,0,0,598,75,8,15,9,47,59.0%,15,10,56,5,1,17,8,2,9,1,0,1,0,0,0,0,1,0,1,0,3,0,0,1,1,1,0,2,1,2,0,2,0,0,1,0,0,1,3,4,11,195,157,246,21,37.9%,74.1%,126,73,90,103,172,115,44.1%,34,1.45,0,22,22,22,20,5,0.34,0.88,0.34,0.88,1.22,11,2,0.08,15,0.23,0.11,48.8%,21,19,3,18,3,15381,,VAL vs CAV,false,true,false,true,false,2021-09-18,bk7mirhmrbnt8vwvbob5zcglw,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Cavalry,Valour,VAL,1,1,Played,T 1-1,2227625,VAL vs CAV (2021-09-18)
45,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,6,5,1,5,0,7,3,3,1,0,0,0,1,0,1,0,0,0,0,1,4,9,60,21,553,217,255,2.25,1,0,1.21,3,2,2,9,11,24,5,1,56,7,1,0,741,54,12,10,5,30,71.0%,3,2,63,4,6,5,6,1,5,3,0,0,1,0,0,0,3,3,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,3,3,6,3,232,122,387,44,30.0%,85.4%,275,109,88,127,328,98,50.0%,30,2.44,0,36,9,9,17,4,0.91,1.35,0.91,1.35,1.46,11,2,0.13,18,0.17,0.11,57.5%,25,11,6,35,6,15381,,ATO vs CAV,false,true,false,false,true,2021-09-25,bkpqazqtdq7fg0lln252h8etw,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Cavalry,Atlético Ottawa,ATO,1,3,Played,L 1-3,2227631,ATO vs CAV (2021-09-25)
45,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,5,4,1,2,3,3,2,0,0,0,0,0,1,0,1,1,0,3,0,0,1,4,78,29,405,178,120,1.77,1,1,1.64,2,2,5,6,11,11,1,1,47,4,1,1,583,56,4,12,7,26,59.3%,3,0,59,2,1,10,5,2,6,2,0,0,0,0,0,2,1,1,0,0,2,1,0,1,0,0,0,1,0,2,0,1,0,0,2,0,0,2,3,0,9,156,176,251,22,40.7%,73.6%,148,46,104,69,200,136,46.7%,30,1.99,1,25,13,13,10,3,0.46,1.31,0.46,1.31,1.77,10,1,0.14,13,0.36,0.15,46.7%,20,17,6,13,6,15381,,CAV vs EDM,true,false,false,true,false,2021-10-09,blpglngm0ll0plyljhemijztg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,1,1,Played,T 1-1,2227643,CAV vs EDM (2021-10-09)
45,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,6,5,1,0,2,6,0,4,1,0,0,0,0,0,0,0,2,0,0,0,5,5,54,17,397,189,137,3.35,0,0,1.87,7,4,2,9,11,27,4,2,59,14,1,1,616,48,11,20,13,57,77.5%,13,5,56,4,5,3,3,2,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,4,5,162,201,253,28,32.5%,82.1%,168,46,112,64,196,137,33.3%,18,0.38,0,22,30,30,20,7,2.11,1.24,2.11,1.24,2.56,11,1,0.24,14,0.27,0.18,37.0%,14,19,19,19,19,15381,,CAV vs HFX,true,false,false,true,false,2021-10-17,bmc8dlc649t20ewa8wt479tsk,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,0,0,Played,T 0-0,2227652,CAV vs HFX (2021-10-17)
45,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,7,4,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,4,5,43,26,415,202,144,1.49,0,0,1.42,3,3,0,11,11,14,3,1,49,7,1,1,590,43,9,21,9,53,68.2%,13,5,49,5,4,4,2,4,4,2,0,0,0,0,1,0,2,2,0,0,3,0,0,2,2,0,1,3,2,1,0,0,0,1,0,1,0,2,2,2,7,115,238,237,22,36.1%,83.4%,169,45,132,57,198,160,33.3%,6,1.19,0,11,41,41,8,4,1.49,0,1.49,0,1.49,11,1,0.11,13,0.18,0.33,48.5%,11,20,15,24,15,16614,,YRK vs ATO,false,true,false,false,true,2021-09-14,bjxgz67bw4sebavg3x3p0obv8,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,0,2,Played,L 0-2,2227622,YRK vs ATO (2021-09-14)
58,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,2,2,3,2,4,1,3,0,0,0,0,1,1,2,0,1,0,1,1,2,5,66,18,282,102,96,1.2,2,1,1.07,2,2,0,10,10,22,1,1,58,14,0,0,489,47,6,18,17,63,77.4%,22,9,46,3,2,9,2,3,7,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,1,1,1,0,1,0,0,0,2,0,0,6,115,173,201,20,41.1%,70.2%,102,36,60,49,139,94,38.1%,21,0.53,0,19,48,48,15,0,1.13,0.08,1.13,0.08,1.2,9,4,0.09,13,0.16,0.21,20.6%,10,18,13,15,13,6925,,EDM vs FOR,true,false,true,false,false,2021-07-02,198aihv9xcvjqncmesxot75sk,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Edmonton,Forge,FOR,2,0,Played,W 2-0,2208277,EDM vs FOR (2021-07-02)
58,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,6,1,5,2,1,6,3,3,0,0,4,0,0,0,0,0,1,0,0,0,2,9,52,17,469,180,220,0.79,0,0,0.51,0,0,1,9,10,16,0,0,34,7,0,0,648,46,1,6,14,29,53.8%,8,3,48,4,1,8,4,3,8,2,0,1,0,0,0,0,3,3,0,0,3,0,0,0,2,0,0,3,3,0,0,3,0,1,0,0,0,2,3,2,10,174,145,329,8,32.4%,85.3%,231,84,85,102,266,101,35.7%,14,1.39,0,23,19,19,9,1,0.49,0.3,0.49,0.3,0.79,10,0,0.05,15,0.17,0.18,25.7%,13,14,13,10,13,6925,,VAL vs EDM,false,true,false,false,true,2021-08-25,bicsr95n777pupvryfl4hrbx0,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,0,3,Played,L 0-3,2227600,VAL vs EDM (2021-08-25)
58,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,7,6,1,0,0,4,0,1,0,0,0,0,1,0,1,0,3,0,0,1,4,4,65,22,323,141,95,1.9,1,1,1.88,3,3,4,6,10,26,0,0,59,13,1,1,548,58,11,8,9,57,61.3%,27,14,59,2,2,9,7,0,7,3,1,0,0,0,0,0,0,0,0,0,5,2,0,1,2,0,0,3,4,1,3,1,0,0,1,0,0,2,2,6,10,112,214,222,15,41.8%,73.1%,112,34,90,46,152,125,46.4%,28,1.81,1,16,40,40,13,4,1.47,0.43,1.47,0.43,1.9,9,5,0.17,11,0.38,0.29,34.4%,12,21,21,10,21,15382,,YRK vs EDM,true,false,true,false,false,2021-07-24,1lazjp6w3fu7fcfrnpb63xuz8,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,1,0,Played,W 1-0,2208301,YRK vs EDM (2021-07-24)
58,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,5,5,0,1,2,6,2,2,0,0,0,0,2,0,2,0,0,0,0,2,3,8,43,15,423,212,153,2.03,2,2,1.79,2,2,1,9,10,40,5,2,60,24,2,2,635,55,7,9,11,37,53.3%,7,3,57,6,0,5,3,4,6,3,0,0,1,0,0,0,2,2,0,0,5,0,1,2,2,0,0,5,2,3,0,2,0,1,2,0,0,1,3,12,12,170,196,269,35,32.4%,86.3%,192,56,117,72,216,135,43.8%,16,1.91,2,20,25,25,7,5,1.69,0.34,1.69,0.34,2.03,8,5,0.15,14,0.3,0.33,34.2%,11,21,23,17,23,15382,,ATO vs YRK,false,true,false,true,false,2021-09-01,bixjn30y3irivj0xir7eo7rbo,dn8tjhuq0bax4dgixqvluhzze,16614,16614,York United,Atlético Ottawa,ATO,2,2,Played,T 2-2,2227608,ATO vs YRK (2021-09-01)
58,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,4,2,2,5,2,1,0,0,0,0,2,0,2,0,2,0,0,0,1,1,4,1,49,37,262,125,51,1.3,2,2,1.18,1,1,5,5,10,19,0,0,57,11,0,0,451,48,4,14,13,49,72.0%,17,5,54,3,8,6,5,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4,2,4,3,68,243,140,14,45.4%,67.2%,63,16,97,23,89,150,40.7%,27,1.6,1,10,40,40,8,1,0.92,0.38,0.92,0.38,1.3,8,3,0.11,12,0.5,0.17,32.5%,5,44,14,13,14,15382,,PAC vs YRK,false,true,true,false,false,2021-10-30,bkjt37wl8qtxem0vobgeg1e6s,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,2,1,Played,W 2-1,2227629,PAC vs YRK (2021-10-30)
58,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,1,1,0,2,0,8,5,1,0,0,1,0,1,0,2,0,3,0,0,1,3,3,72,22,509,269,146,0.84,2,1,0.79,1,1,2,8,10,16,1,1,67,11,1,1,698,52,5,19,9,44,75.0%,11,5,49,8,2,6,4,3,6,3,0,0,0,0,1,1,2,2,0,0,4,0,0,3,1,0,0,4,2,2,1,0,0,1,2,0,0,3,3,0,14,116,215,367,15,33.4%,81.5%,245,45,125,59,297,153,65.5%,29,2.55,0,11,25,25,19,0,0.69,0.16,0.69,0.16,0.84,9,2,0.08,11,0.36,0.4,41.5%,14,16,10,16,10,15380,,YRK vs PAC,false,true,false,true,false,2021-07-01,196amg7povlgskyxkiv0syqdw,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Pacific,York United,YRK,2,2,Played,T 2-2,2208276,YRK vs PAC (2021-07-01)
58,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,5,4,1,1,2,3,1,2,0,0,0,0,1,0,1,0,0,2,1,0,4,2,64,18,526,217,227,1.07,1,1,1.04,1,1,1,9,10,23,4,1,58,16,3,1,713,45,3,10,13,35,68.4%,9,4,63,5,4,2,2,3,2,1,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,6,194,170,349,23,33.8%,84.4%,244,86,114,107,282,137,57.9%,38,0.28,1,26,13,13,19,3,0.93,0.14,0.93,0.14,1.07,9,2,0.1,11,0.38,0.47,46.8%,16,11,2,15,2,15380,,ATO vs PAC,false,true,true,false,false,2021-07-07,19ktvsltfjgz7jy1owg5giz2s,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,0,Played,W 1-0,2208282,ATO vs PAC (2021-07-07)
58,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,8,7,1,1,0,4,1,2,1,1,0,0,4,0,2,1,2,1,1,2,5,3,40,14,665,290,321,2.67,4,2,1.38,4,2,2,8,10,29,3,2,51,16,1,1,839,57,7,4,8,21,47.8%,1,1,40,5,3,13,5,0,7,6,0,0,1,0,0,1,2,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,5,0,0,7,212,157,470,24,27.1%,91.9%,389,101,121,113,417,135,60.0%,20,0.27,3,21,10,10,9,2,1.68,0.99,1.68,0.99,1.88,8,0,0.21,13,0.19,0.13,47.5%,11,4,3,15,3,15380,,PAC vs ATO,true,false,true,false,false,2021-07-22,1l3n94zz0ewd37jf9pf98dr10,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,4,2,Played,W 4-2,2208298,PAC vs ATO (2021-07-22)
58,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,7,4,3,0,2,7,3,2,0,0,2,0,3,0,3,1,2,1,0,2,0,11,57,16,360,159,128,2.23,3,3,1.8,4,3,1,9,10,30,7,2,47,9,0,0,552,68,9,11,11,46,55.6%,15,7,54,2,4,10,7,2,6,3,0,0,0,0,2,0,2,2,0,0,5,0,0,4,1,1,0,4,2,3,0,1,0,2,1,0,0,3,4,10,8,137,184,231,21,36.9%,79.7%,133,52,102,65,167,128,20.0%,15,2.89,3,9,26,26,16,4,1.92,0.31,1.92,0.31,2.23,7,5,0.14,16,0.11,0,39.5%,16,19,12,15,12,15380,,PAC vs VAL,true,false,true,false,false,2021-08-29,biun3bptgp2xvomjrh73s26ms,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Pacific,Valour,VAL,3,2,Played,W 3-2,2227607,PAC vs VAL (2021-08-29)
58,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,2,1,1,1,10,4,2,0,0,1,0,0,0,0,0,2,1,0,0,3,7,61,24,437,242,110,1.15,0,0,0.89,1,1,5,5,10,20,1,0,53,10,0,0,624,41,11,12,5,43,65.7%,14,3,44,0,3,6,2,5,6,1,0,1,0,2,0,0,2,2,0,0,4,0,0,3,2,0,0,4,2,2,0,1,0,1,1,0,0,2,4,2,6,93,251,280,15,31.4%,80.5%,178,25,149,36,222,179,61.5%,13,2.52,0,18,22,22,19,2,0.4,0.74,0.4,0.74,1.15,10,2,0.08,15,0.33,0.18,28.6%,9,20,17,12,17,15378,,VAL vs PAC,true,false,false,false,true,2021-08-17,bi15l7rdz3145hkrmzhfevo5w,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Valour,Pacific,PAC,0,2,Played,L 0-2,2227595,VAL vs PAC (2021-08-17)
58,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,6,4,2,3,0,3,1,1,0,0,1,0,3,0,2,0,0,0,1,2,3,6,54,36,407,211,106,2.76,3,3,2.61,4,4,3,7,10,25,0,0,59,13,4,3,599,52,5,16,14,56,75.0%,20,12,59,3,5,11,3,6,9,0,0,0,1,0,0,0,1,1,0,0,2,0,1,1,0,0,0,2,1,1,0,0,0,1,1,0,0,4,1,4,6,95,256,248,17,38.8%,77.9%,145,39,133,53,178,176,36.8%,19,0.81,3,14,39,39,15,2,0.92,1.84,0.92,1.84,2.76,7,3,0.23,12,0.36,0.44,23.1%,10,33,13,14,13,15378,,VAL vs FOR,true,false,true,false,false,2021-10-11,blv3mlno69a5ty0jrlassodg4,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Valour,Forge,FOR,3,1,Played,W 3-1,2227645,VAL vs FOR (2021-10-11)
58,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,2,2,0,4,0,4,1,1,0,0,0,0,1,0,1,0,2,0,0,1,1,3,74,18,521,204,225,1.06,1,1,1.06,1,1,3,7,10,19,1,0,53,8,0,0,703,54,6,12,8,41,72.0%,15,7,71,3,3,8,1,2,9,2,1,0,0,2,0,0,0,0,0,0,3,1,0,0,2,0,0,2,3,0,1,2,0,0,0,0,0,7,1,4,9,214,176,313,32,36.1%,82.3%,225,104,100,129,262,130,50.0%,32,0.81,1,19,25,25,11,5,0.86,0.2,0.86,0.2,1.06,9,4,0.11,10,0.26,0.07,41.0%,23,17,14,24,14,15381,,VAL vs CAV,false,true,true,false,false,2021-09-04,bj6a8a2eawwtwc2ef3edqydck,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Cavalry,Valour,VAL,1,0,Played,W 1-0,2227611,VAL vs CAV (2021-09-04)
58,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,3,3,0,1,1,6,2,3,0,0,0,0,1,0,0,0,1,0,0,1,3,5,57,19,320,146,98,1.33,2,0,0.52,1,0,2,8,10,25,1,0,61,16,2,1,534,54,6,19,14,62,55.6%,22,7,54,2,2,4,2,2,4,1,0,0,0,0,0,0,1,1,0,0,7,0,1,2,2,1,0,6,4,3,3,1,0,4,0,1,0,3,3,4,12,128,258,148,24,39.4%,76.3%,88,40,116,55,111,154,63.2%,19,2.01,1,18,51,51,10,1,0.37,0.96,0.37,0.96,1.33,10,7,0.12,11,0.33,0.25,29.6%,13,27,26,16,26,15381,,CAV vs YRK,true,false,true,false,false,2021-10-15,bm0prur5jg0jxstj5detezhn8,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,2,1,Played,W 2-1,2227648,CAV vs YRK (2021-10-15)
