Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
144,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,4,3,1,2,0,4,3,1,0,0,1,0,0,0,0,0,0,2,0,0,3,3,57,15,358,175,111,0.56,0,0,0.27,0,0,1,5,6,17,2,1,48,6,0,0,540,47,6,14,12,46,62.5%,13,2,50,1,2,8,3,4,7,3,1,0,0,0,0,2,0,0,0,0,3,0,0,3,0,0,0,3,1,2,0,0,0,0,3,0,0,2,0,0,3,99,175,266,14,41.1%,79.9%,165,32,89,43,202,113,45.0%,20,0.35,0,20,27,27,18,1,0.33,0.23,0.33,0.23,0.56,6,5,0.06,10,0.2,0.27,26.5%,12,18,13,7,13,6925,,EDM vs VAL,true,false,false,true,false,2021-08-13,bhsfarrt7arlogjorl96z4d1w,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,0,0,Played,T 0-0,2227590,EDM vs VAL (2021-08-13)
144,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,5,4,1,1,2,4,1,1,1,1,0,0,1,1,0,0,1,0,0,2,3,5,50,20,290,105,115,1.4,2,1,0.37,1,0,2,4,6,21,1,0,58,8,2,1,454,44,4,8,9,36,70.6%,14,7,41,1,4,5,5,8,9,2,0,0,0,0,1,2,1,1,0,1,2,0,0,0,1,0,0,2,2,0,0,2,0,1,0,0,0,3,2,4,10,124,162,168,18,38.6%,75.9%,88,54,78,66,121,103,68.0%,25,1.32,1,6,26,26,8,2,0.36,1.05,0.36,1.05,0.62,5,1,0.12,12,0.17,0.17,26.5%,14,17,16,19,16,15377,,PAC vs FOR,false,true,true,false,false,2021-07-18,1ktsbttnrcdwflzmimluf38r8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,2,1,Played,W 2-1,2208294,PAC vs FOR (2021-07-18)
144,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,5,4,1,2,0,2,0,2,1,1,1,0,4,0,3,0,0,0,1,3,3,4,42,9,445,210,184,2.92,4,3,2,4,3,0,6,6,15,1,0,26,3,4,4,592,44,9,3,9,35,54.5%,14,3,46,3,0,8,2,2,4,6,1,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,3,2,1,1,2,0,1,0,0,0,1,0,8,9,134,160,298,19,31.9%,88.5%,231,58,105,73,255,117,33.3%,9,0.35,4,10,21,21,13,1,1.32,1.6,1.32,1.6,2.13,3,2,0.32,9,0.1,0.11,23.3%,12,16,20,14,20,15377,,FOR vs ATO,true,false,true,false,false,2021-08-26,bijoytibi1gzo0fy7gq5gxjpw,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Forge,Atlético Ottawa,ATO,4,0,Played,W 4-0,2227602,FOR vs ATO (2021-08-26)
144,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,1,1,0,1,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,93,19,545,208,225,0.65,0,0,0.56,1,1,0,6,6,30,2,0,62,12,0,0,755,76,8,16,18,50,55.8%,8,1,76,2,1,10,3,2,7,4,0,0,0,0,1,0,2,2,0,0,2,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,2,4,4,7,190,193,372,23,37.8%,79.4%,232,85,116,107,302,136,40.0%,35,2.06,0,21,26,26,23,1,0.65,0,0.65,0,0.65,6,2,0.09,7,0.14,0.2,48.3%,22,23,18,32,18,15377,,HFX vs FOR,false,true,false,false,true,2021-09-03,bj38bejk7gxvpoqzdgiamwvmc,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Forge,HFX Wanderers,HFX,0,2,Played,L 0-2,2227610,HFX vs FOR (2021-09-03)
144,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,3,3,0,1,0,6,3,2,0,0,2,0,1,0,1,0,2,0,0,1,2,5,51,13,495,204,227,1.55,1,1,1.34,2,2,2,4,6,20,5,1,49,7,1,1,682,33,6,9,12,40,78.9%,13,6,44,3,5,2,4,5,6,4,1,0,0,0,0,1,0,0,0,0,4,0,0,0,2,1,0,3,3,1,2,2,0,0,0,0,0,1,2,8,7,186,164,332,24,31.5%,87.1%,259,71,101,93,291,111,80.0%,15,1.21,1,15,23,23,9,8,1.25,0.3,1.25,0.3,1.55,5,1,0.15,10,0.2,0.09,33.3%,12,12,10,23,10,15377,,ATO vs FOR,false,true,true,false,false,2021-09-08,bjh5cd3xcffegfheww9qxxfkk,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Forge,Atlético Ottawa,ATO,1,0,Played,W 1-0,2227615,ATO vs FOR (2021-09-08)
144,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,1,0,1,3,3,5,2,3,0,0,2,0,0,0,0,0,1,0,0,0,3,2,61,26,495,208,200,0.58,0,0,0.29,0,0,1,5,6,20,2,2,34,12,0,0,694,46,2,3,7,27,45.5%,14,5,64,5,4,4,3,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,12,201,191,302,19,31.1%,82.4%,203,94,111,121,235,139,47.4%,19,1.1,0,12,18,18,8,1,0.34,0.24,0.34,0.24,0.58,6,5,0.05,12,0.25,0.22,37.5%,16,17,20,14,20,15377,,HFX vs FOR,false,true,false,true,false,2021-10-23,bmkzyh2pl0r592rv2mjswjp5g,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Forge,HFX Wanderers,HFX,0,0,Played,T 0-0,2227655,HFX vs FOR (2021-10-23)
144,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,5,5,0,1,0,2,1,1,0,0,0,0,2,0,2,0,0,0,1,1,5,2,54,13,487,228,192,1.64,2,1,1.16,2,1,0,6,6,17,4,2,53,9,0,0,666,49,7,16,11,39,71.9%,5,3,55,6,2,7,0,7,7,5,0,0,0,0,0,2,1,1,0,0,4,1,0,0,3,0,0,3,2,2,0,4,1,0,0,0,0,6,1,6,12,148,217,301,26,34.5%,86.2%,208,71,141,81,246,160,46.7%,15,1.19,2,9,21,21,10,8,1.64,0,1.64,0,1.64,5,2,0.21,8,0.33,0.33,28.3%,16,14,12,17,12,15377,,YRK vs FOR,false,true,true,false,false,2021-11-06,bn7sz04o1rilw5zz5t6bpr7ys,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,2,1,Played,W 2-1,2227662,YRK vs FOR (2021-11-06)
144,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,5,3,2,1,2,2,0,1,0,0,1,1,0,1,0,0,1,1,1,0,4,1,57,28,333,139,109,1.25,1,0,0.35,1,0,1,5,6,20,3,0,51,10,0,0,549,67,4,11,11,44,71.4%,16,7,46,7,4,11,2,2,9,4,0,0,1,0,0,0,2,2,0,0,3,0,0,2,1,0,0,3,2,1,0,1,0,2,0,0,0,1,1,6,15,151,173,225,20,40.2%,74.5%,122,45,81,56,160,117,43.3%,30,0.78,0,23,27,27,16,1,1.07,0.18,1.07,0.18,1.25,6,1,0.13,10,0.35,0.35,42.0%,16,18,16,11,16,15382,,CAV vs YRK,false,true,false,false,true,2021-06-27,18zsrm996v9narfqqbbpqz2ms,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,1,2,Played,L 1-2,2208273,CAV vs YRK (2021-06-27)
144,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,5,4,1,0,1,2,1,1,0,0,0,0,2,0,2,0,0,0,1,1,2,5,38,16,439,186,199,1.19,2,2,1.08,2,2,0,6,6,31,5,0,43,14,0,0,628,49,4,9,10,30,65.0%,7,5,49,4,2,4,3,5,4,0,1,0,0,0,0,1,0,0,0,0,7,0,1,2,2,2,0,5,4,3,1,3,1,2,0,0,0,2,3,4,15,176,159,293,24,32.3%,87.7%,235,74,76,84,257,98,66.7%,6,1.49,2,16,19,19,9,2,1.11,0.08,1.11,0.08,1.19,4,3,0.15,8,0.19,0.18,21.1%,12,18,24,15,24,15382,,YRK vs ATO,true,false,true,false,false,2021-09-14,bjxgz67bw4sebavg3x3p0obv8,dn8tjhuq0bax4dgixqvluhzze,16614,16614,York United,Atlético Ottawa,ATO,2,0,Played,W 2-0,2227622,YRK vs ATO (2021-09-14)
144,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,4,2,2,2,4,1,1,0,0,0,2,0,2,0,2,0,0,0,1,1,1,4,56,22,426,196,152,1.46,2,2,1.24,3,2,0,6,6,17,0,0,40,12,2,1,602,49,3,5,5,28,50.0%,13,6,60,12,1,4,3,1,5,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,164,171,267,13,37.6%,81.7%,180,63,105,80,221,125,52.4%,21,0.11,2,22,22,22,6,0,1.18,0.28,1.18,0.28,1.46,4,1,0.13,11,0.23,0.25,46.5%,17,14,10,10,10,15376,,HFX vs ATO,true,false,true,false,false,2021-08-02,bh64ga8ole5qs4ab5wsgh7504,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,2,1,Played,W 2-1,2227578,HFX vs ATO (2021-08-02)
144,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,2,1,1,4,0,2,0,1,0,0,0,0,1,0,1,0,1,0,1,0,3,0,37,24,470,278,131,1.71,1,1,1.53,2,2,3,3,6,19,2,1,48,10,1,1,645,43,7,11,14,54,69.2%,18,11,36,3,4,2,2,3,7,2,0,1,0,0,0,1,1,0,1,0,3,0,1,1,0,0,0,3,2,1,0,1,1,1,1,0,0,2,0,4,4,92,283,270,17,33.0%,87.0%,199,41,169,48,218,204,34.8%,23,0.58,1,9,41,41,9,4,1.32,0.39,1.32,0.39,1.71,5,2,0.21,8,0.11,0,26.1%,7,29,17,10,17,15376,,FOR vs HFX,false,true,false,true,false,2021-08-22,bi9uq5b5qnq2t6pf928nogs2c,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,1,1,Played,T 1-1,2227599,FOR vs HFX (2021-08-22)
144,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,1,4,4,0,1,1,2,1,1,0,0,0,0,2,0,1,1,1,1,0,1,2,2,77,28,377,168,104,2.02,2,1,1.37,4,3,1,5,6,30,3,2,76,19,1,1,594,62,5,18,23,63,65.7%,16,9,78,3,3,7,1,2,10,5,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,1,1,0,1,0,0,0,0,1,4,15,103,209,282,20,43.8%,72.1%,150,35,87,46,192,139,60.0%,35,0.65,2,8,40,40,21,2,1.44,0.58,1.44,0.58,2.02,5,3,0.25,8,0.38,0.4,29.6%,12,26,32,18,32,15376,,HFX vs FOR,true,false,true,false,false,2021-09-03,bj38bejk7gxvpoqzdgiamwvmc,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,2,0,Played,W 2-0,2227610,HFX vs FOR (2021-09-03)
144,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,4,4,0,2,1,6,2,1,2,2,0,0,2,0,0,0,3,0,0,2,2,5,61,28,382,160,133,3.27,3,0,0.38,5,0,3,3,6,33,4,0,62,10,1,0,584,53,7,17,15,44,72.7%,4,3,65,7,3,6,5,3,6,4,0,0,1,1,1,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12,4,148,186,250,24,40.6%,76.7%,149,43,101,63,188,131,65.2%,23,1.08,2,19,24,24,11,9,1,2.27,1,2.27,1.69,6,7,0.25,13,0.32,0.27,48.0%,20,21,10,22,10,15376,,HFX vs YRK,true,false,false,true,false,2021-09-06,bjbsocbro4ip62endm5e32yhg,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,3,3,Played,T 3-3,2227613,HFX vs YRK (2021-09-06)
144,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,0,1,0,1,0,0,7,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,5,55,27,354,162,110,0.69,0,0,0.6,1,1,4,2,6,17,0,0,49,4,0,0,522,44,9,15,13,48,72.7%,10,2,52,4,2,7,2,7,5,1,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,2,0,0,2,0,1,0,0,0,3,2,6,5,83,203,236,11,37.3%,76.8%,149,32,91,44,181,129,46.7%,15,1.71,0,7,32,32,14,2,0.09,0.61,0.09,0.61,0.69,6,0,0.09,8,0.14,0.2,30.8%,5,25,22,12,22,15376,,HFX vs FOR,true,false,false,false,true,2021-10-06,blfgkmot6bs2yuv8qewqpyyvo,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,0,1,Played,L 0-1,2227640,HFX vs FOR (2021-10-06)
144,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,0,0,0,3,3,4,1,3,0,0,1,0,0,0,0,0,2,0,0,0,2,0,61,30,364,143,130,1.1,0,0,0.86,2,2,0,6,6,11,3,1,46,6,1,0,553,34,10,9,12,44,61.3%,12,5,63,2,4,3,3,5,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,6,3,131,196,226,24,40.9%,75.0%,139,52,82,63,172,129,52.6%,19,0.58,0,24,26,26,15,3,0.91,0.19,0.91,0.19,1.1,6,5,0.11,10,0.25,0.31,35.9%,18,25,14,20,14,15376,,HFX vs FOR,true,false,false,true,false,2021-10-23,bmkzyh2pl0r592rv2mjswjp5g,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,0,0,Played,T 0-0,2227655,HFX vs FOR (2021-10-23)
144,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,3,0,1,2,2,2,0,0,0,1,0,1,0,1,1,0,2,0,0,1,2,69,29,503,203,202,0.62,1,1,0.5,1,1,0,6,6,23,0,0,54,12,0,0,696,48,7,16,14,49,69.7%,10,5,58,7,3,9,2,3,3,6,0,2,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,2,1,1,0,2,0,0,0,0,0,1,2,0,4,145,213,338,10,34.2%,80.5%,217,66,122,76,275,152,61.1%,18,1.66,1,9,30,30,12,7,0.54,0.07,0.54,0.07,0.62,5,4,0.08,8,0.22,0.14,46.7%,13,17,20,12,20,15380,,FOR vs PAC,false,true,false,false,true,2021-09-25,bksny6dxmf724sqdloqb8cqok,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,1,2,Played,L 1-2,2227632,FOR vs PAC (2021-09-25)
144,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,0,3,1,2,1,0,7,4,2,0,0,1,0,0,1,1,0,1,0,0,1,3,6,71,33,521,231,186,1.27,1,0,0.83,2,1,1,5,6,26,0,0,66,14,1,0,726,52,8,16,11,44,88.9%,8,4,64,5,2,10,5,1,6,0,0,0,0,0,0,0,2,2,0,0,4,0,2,1,1,0,1,4,3,1,0,0,0,2,1,0,0,2,1,8,14,158,206,362,13,34.9%,80.0%,231,64,122,80,284,157,57.1%,28,0.91,0,16,21,21,19,4,1.14,0.13,1.14,0.13,1.27,6,1,0.12,11,0.19,0.1,54.8%,13,27,12,11,12,15380,,EDM vs PAC,false,true,false,false,true,2021-10-07,bljs65833y3o8hl4pmsxuzuac,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,1,2,Played,L 1-2,2227641,EDM vs PAC (2021-10-07)
144,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,0,0,0,3,1,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,67,26,402,148,161,0.37,0,0,0.27,0,0,1,5,6,11,0,0,38,8,0,0,587,58,3,7,18,47,45.5%,19,6,56,2,4,9,4,2,6,0,0,0,0,0,2,0,1,1,0,0,3,0,0,1,2,1,0,2,2,1,0,2,0,0,1,0,0,4,1,0,17,128,161,298,18,35.6%,76.9%,172,59,78,70,229,103,42.1%,19,1.18,0,12,30,30,15,2,0.23,0.15,0.23,0.15,0.37,6,3,0.04,9,0.17,0.13,50.0%,15,18,17,11,17,15380,,CAV vs PAC,false,true,false,false,true,2021-11-07,bnasldrj0c0jhvli44wrcb504,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,0,1,Played,L 0-1,2227663,CAV vs PAC (2021-11-07)
144,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,6,5,1,0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,6,49,32,565,313,171,1.7,1,0,0.84,3,2,0,6,6,25,1,0,60,16,1,1,758,48,5,16,8,46,72.4%,16,8,56,2,1,11,2,4,10,3,0,0,0,0,0,1,1,1,0,1,2,0,0,1,1,0,0,2,2,0,1,0,0,1,0,0,0,3,1,4,15,101,236,421,14,26.7%,85.7%,300,42,142,50,344,171,57.1%,14,1.05,1,10,28,28,15,3,0.84,0.87,0.84,0.87,0.92,6,2,0.19,9,0.2,0.14,21.4%,11,28,7,13,7,15378,,VAL vs EDM,true,false,false,true,false,2021-10-02,bl41pmmq2ci3rs9ed3uh43uok,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,1,1,Played,T 1-1,2227636,VAL vs EDM (2021-10-02)
144,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,1,0,1,0,0,8,3,5,0,0,1,0,0,0,0,0,3,0,0,0,3,3,59,16,490,257,158,0.38,0,0,0.24,0,0,0,6,6,11,0,0,53,4,1,1,665,51,10,9,15,45,67.9%,8,6,46,5,3,5,3,6,7,1,0,0,0,0,0,0,2,2,0,0,2,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,0,2,4,4,8,145,199,321,20,31.6%,84.7%,222,63,130,75,264,151,43.8%,32,1.81,0,17,26,26,17,2,0.33,0.05,0.33,0.05,0.38,6,3,0.04,9,0.29,0.33,42.9%,13,12,12,23,12,15381,,CAV vs ATO,true,false,false,false,true,2021-07-12,19v3o8orvyaropzt4wsdefaqc,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Cavalry,Atlético Ottawa,ATO,0,2,Played,L 0-2,2208288,CAV vs ATO (2021-07-12)
144,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,2,1,2,1,5,2,1,0,0,2,0,0,0,0,0,2,0,0,0,3,3,62,19,405,187,137,1.89,0,0,1.44,2,1,2,4,6,29,3,1,63,13,2,1,616,68,8,19,9,59,65.9%,21,6,55,7,3,8,3,3,3,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,153,197,266,24,38.8%,80.0%,163,45,116,59,206,140,46.9%,32,0.3,0,22,33,33,19,7,1.47,0.42,1.47,0.42,1.89,6,1,0.17,11,0.23,0.08,31.8%,13,20,11,18,11,15381,,YRK vs CAV,false,true,false,true,false,2021-07-14,1kh3pk0myf0kfk3z8xo0s0kyc,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,0,0,Played,T 0-0,2208290,YRK vs CAV (2021-07-14)
144,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,3,3,0,0,1,4,1,3,0,0,1,0,1,0,1,0,1,1,0,1,2,3,63,9,371,142,157,0.73,1,1,0.62,1,1,1,5,6,17,2,1,51,10,0,0,545,49,7,10,9,34,56.7%,8,2,50,5,4,7,4,2,5,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,0,8,9,148,147,250,15,37.7%,80.6%,148,65,86,79,183,109,56.5%,23,0.29,1,16,15,15,19,0,0.62,0.12,0.62,0.12,0.73,5,1,0.09,8,0.13,0.14,33.3%,14,7,8,15,8,15381,,CAV vs VAL,true,false,true,false,false,2021-08-08,bhmv32kcnqi663k3h69vv4pp0,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Cavalry,Valour,VAL,1,0,Played,W 1-0,2227586,CAV vs VAL (2021-08-08)
144,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,3,3,0,2,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,5,66,33,461,256,106,0.76,1,1,0.65,1,1,2,4,6,28,1,1,57,13,0,0,690,61,8,9,13,43,60.7%,11,8,68,3,0,8,1,2,6,3,1,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,0,6,5,2,4,3,0,1,2,0,0,2,2,6,16,103,273,314,15,34.1%,78.5%,191,21,150,37,235,189,58.1%,31,1.87,0,8,30,30,9,4,0.65,0.11,0.65,0.11,0.76,5,4,0.09,8,0.38,0.17,54.3%,16,26,16,7,16,15381,,EDM vs CAV,false,true,true,false,false,2021-09-02,bj0fksdyvqllnl5s5h8ibc1lg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,1,0,Played,W 1-0,2227609,EDM vs CAV (2021-09-02)
144,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,0,3,1,2,0,2,6,2,4,0,0,1,0,0,0,0,0,2,0,0,0,3,4,49,17,393,182,145,0.66,0,0,0.34,0,0,0,6,6,9,0,0,30,5,0,0,537,49,7,9,13,41,66.7%,12,1,45,8,4,6,1,1,3,0,0,0,0,2,1,0,1,1,0,0,5,0,1,3,2,0,0,5,3,2,0,1,1,0,2,0,0,2,3,2,11,98,192,247,13,34.6%,83.2%,177,37,113,53,201,139,26.7%,15,2.07,0,11,24,24,13,4,0.36,0.3,0.36,0.3,0.66,6,4,0.06,11,0.45,0.5,16.7%,11,18,14,14,14,16614,,ATO vs VAL,true,false,false,false,true,2021-07-15,1knc81h5rkerft2vsssq7i7mc,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,0,1,Played,L 0-1,2208292,ATO vs VAL (2021-07-15)
